fullvisitorid,channelgrouping,time,country,city,totaltransactionrevenue,transactions,timeonsite,pageviews,sessionqualitydim,date,visitid,type,productrefundamount,productquantity,productprice,productrevenue,productsku,v2productname,v2productcategory,productvariant,currencycode,itemquantity,itemrevenue,transactionrevenue,transactionid,pagetitle,searchkeyword,pagepathlevel1,ecommerceaction_type,ecommerceaction_step,ecommerceaction_option,ts_timeonsite
5.490104931040203e+18,Organic Search,98577,Hong Kong,Hong Kong,,,99,6,1,2017-07-08,1499576310,PAGE,,,4,,GGOEGCBC074299,Google Device Stand,Home/Electronics/Electronics Accessories/,(not set),USD,,,,,Accessories | Electronics | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:39
5.795402156094118e+17,Referral,0,United States,Los Angeles,,,,1,1,2017-07-17,1500359456,PAGE,,,11,,GGOEGKWR060810,Google Bib Red,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,,
2.0558181404709025e+18,Referral,2216352,United States,Sunnyvale,,,2216,7,,2016-11-30,1480533401,PAGE,,,83,,GGOEGAAX0586,Google Women's Yoga Jacket Black,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,,,,,Women's Outerwear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:36:56
3.782353896067774e+18,Referral,51550,United States,Mountain View,,,57,6,,2017-02-17,1487355916,PAGE,,,199,,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Home/Nest/Nest-USA/,(not set),USD,,,,,Nest-USA,,/google+redesign/,0,1,,1969-12-31 19:00:57
6.180489551364829e+18,Direct,13230,Hong Kong,Hong Kong,,,13,2,,2016-08-14,1471233065,PAGE,,,5,,GGOEGOLC013299,Spiral Notebook and Pen Set,Home/Lifestyle/,(not set),USD,,,,,Lifestyle,,/google+redesign/,0,1,,1969-12-31 19:00:13
2.1215991517606628e+18,Organic Search,26972,United States,San Francisco,,,27,3,,2017-05-07,1494201929,PAGE,,,16,,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:27
9.107641213190554e+18,Direct,71109,United States,Mountain View,,,71,3,,2017-01-23,1485163286,PAGE,,,1,,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Home/Accessories/,(not set),USD,,,,,Accessories | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:11
2.5429583757628848e+17,Organic Search,0,United States,Orlando,,,,1,,2016-12-26,1482805903,PAGE,,,24,,GGOEYHPA003610,YouTube Wool Heather Cap Heather/Black,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
6.302863595877801e+18,Organic Search,0,Canada,Toronto,,,,1,,2016-09-08,1473332771,PAGE,,,3,,GGOEGFAQ016699,Bottle Opener Clip,Home/Drinkware/,(not set),USD,,,,,Drinkware,,/google+redesign/,0,1,,
8.509148188486234e+18,Referral,45744,United States,Mountain View,,,46,3,,2017-06-15,1497556881,PAGE,,,74,,GGOEGAAX0605,Google Women's Quilted Insulated Vest White,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,,,,,Women's Outerwear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:46
8.336066190875794e+18,Referral,50835,Japan,"",,,102,4,,2017-03-15,1489643204,PAGE,,,22,,GGOEGHPB003410,Google Snapback Hat Black,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:42
4.1174059607951206e+18,Organic Search,49836,United States,Boston,,,138,4,,2016-10-13,1476397083,PAGE,,,39,,GGOEGAAX0310,Google Heavyweight Long Sleeve Hero Tee Burgundy,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:02:18
2.067295258013425e+18,Direct,0,India,Patna,,,68,2,,2017-06-29,1498790809,PAGE,,,29,,GGOEGAAX0353,Google Vintage Henley Grey/Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:08
6.370732904522514e+17,Organic Search,1198719,France,Marseille,,,1199,6,,2016-11-29,1480429151,PAGE,,,16,,GGOEGAAX0105,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:19:59
6.007087510914039e+18,Organic Search,13952,United States,San Francisco,,,14,2,,2017-06-27,1498585101,PAGE,,,21,,GGOEGAAX0681,Google Youth Sports Tee Navy,Home/Apparel/Kid's/Kids-Youth/,(not set),USD,,,,,Youth | Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:14
7.190464439668719e+18,Organic Search,11795,United States,Mountain View,,,54,4,,2016-08-22,1471933239,PAGE,,,21,,GGOEGAAX0589,Google Men's Short Sleeve Performance Badge Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,,1969-12-31 19:00:54
7.83891267273029e+18,Referral,42796,United States,Cupertino,,,102,5,,2017-05-29,1496066516,PAGE,,,16,,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:42
4.627248976618183e+18,Organic Search,0,France,Paris,,,350,5,,2017-01-23,1485233906,PAGE,,,21,,GGOEYHPA003510,YouTube Trucker Hat,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:05:50
7.614532984007309e+18,Referral,0,Australia,Melbourne,,,34,4,,2016-09-04,1472993190,PAGE,,,1,,GGOEAFKQ020499,8 pc Android Sticker Sheet,Home/Office/,(not set),USD,,,,,Office,,/google+redesign/,0,1,,1969-12-31 19:00:34
7.04296424609564e+16,Referral,35990,United States,Mountain View,,,82,3,1,2017-07-13,1499980442,PAGE,,,3,,GGOEGBFC018799,Electronics Accessory Pouch,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:22
2.9938081151502746e+18,Referral,16738,United States,San Francisco,,,53,3,,2016-12-19,1482178257,PAGE,,,1,,GGOEGFSR022099,Google Kick Ball,Home/Accessories/Fun/,(not set),USD,,,,,Fun | Accessories | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:53
1.8821711129788987e+18,Direct,0,United States,San Francisco,,,2,5,3,2017-07-05,1499273937,PAGE,,,0,,9181573,Google Snapback Hat Black,(not set),(not set),USD,,,,,Google Men's Short Sleeve Badge Tee Charcoal,,/google+redesign/,0,1,,1969-12-31 19:00:02
5.59244039651249e+18,Referral,19106,Japan,Yokohama,,,48,5,,2016-10-05,1475652288,PAGE,,,14,,GGOEGBPB021199,Google Slim Utility Travel Bag,(not set),(not set),USD,,,,,Store search results,,/asearch.html,0,1,,1969-12-31 19:00:48
5.569969703984513e+18,Organic Search,16758,United States,Chicago,,,17,3,,2017-05-15,1494871206,PAGE,,,20,,GGOEGAAX0357,Android Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:17
7.402451037527674e+18,Organic Search,9034,United States,Houston,,,172,5,,2017-06-06,1496781821,PAGE,,,18,,GGOEGAAX0340,Google Men's Vintage Badge Tee Sage,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:02:52
9.67388266595245e+18,Organic Search,23757,United States,Milpitas,,,24,3,,2016-10-26,1477547083,PAGE,,,18,,GGOEGAAX0291,Google Women's Short Sleeve Shirt Blue,Home/Shop by Brand/Google/,(not set),USD,,,,,Google | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:24
3.186892208236742e+18,Referral,12652,United States,New York,,,34,4,,2016-08-16,1471398075,PAGE,,,16,,GGOEGAAX0343,Google Women's Short Sleeve V-Neck Tee Lavender,Home/Apparel/Women's/Women's-T-Shirts/,(not set),USD,,,,,Women's-T-Shirts,,/google+redesign/,0,1,,1969-12-31 19:00:34
6.510828446563235e+18,Organic Search,23915,United States,Chicago,,,79,5,,2017-04-26,1493230041,PAGE,,,1,,GGOEGKAA019299,Switch Tone Color Crayon Pen,Home/Office/Writing Instruments/,(not set),USD,,,,,Writing Instruments | Office | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:19
7.326461546268033e+18,Referral,11477,United States,San Francisco,,,11,2,,2017-06-11,1497200368,PAGE,,,99,,GGOEGBRJ037299,Google Alpine Style Backpack,Home/Shop by Brand/Google/,(not set),USD,,,,,Google | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:11
3.804206798164361e+17,Direct,216799,United States,San Jose,,,217,7,3,2017-07-26,1501054528,PAGE,,,11,,GGOEGKWR060810,Google Bib Red,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:03:37
6.73339630362162e+18,Organic Search,11243,United States,Austin,,,49,3,,2016-09-01,1472764326,PAGE,,,16,,GGOEGAAX0338,Google Men's Vintage Badge Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,,1969-12-31 19:00:49
3.8902970085288614e+17,Organic Search,0,United States,"",,,,1,,2017-06-23,1498224621,PAGE,,,34,,GGOEGEVR014999,Google Water Resistant Bluetooth Speaker,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,,
8.400373875925727e+18,Organic Search,24851,United States,San Francisco,,,82,3,,2016-08-30,1472582635,PAGE,,,19,,GGOEGAAX0328,Google Men's Skater Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,,1969-12-31 19:01:22
1.658867631945876e+18,Organic Search,0,United States,San Diego,,,,1,,2017-06-06,1496806704,PAGE,,,2,,GGOEGFKQ020799,Google Doodle Decal,Home/Accessories/Stickers/,(not set),USD,,,,,Stickers | Accessories | Google Merchandise Store,,/google+redesign/,0,1,,
7.17624606600551e+18,Direct,0,United States,San Antonio,,,49,2,,2017-04-19,1492645727,PAGE,,,18,,GGOEADHH073999,Android 17oz Stainless Steel Sport Bottle,Home/Drinkware/,(not set),USD,,,,,Drinkware | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:49
6.597743071489847e+18,Organic Search,38462,United States,Pittsburgh,,,84,6,,2017-05-04,1493913107,EVENT,,,20,,GGOEGAAX0357,Android Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,1,1,,1969-12-31 19:01:24
7.735868303658104e+18,Direct,8414,United States,Ann Arbor,,,21,3,,2017-03-20,1490031069,PAGE,,,9,,GGOEGBJC014399,Google Tote Bag,Home/Bags/,(not set),USD,,,,,Bags | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:21
8.480560054723278e+17,Referral,37261,United States,New York,,,113,3,,2017-03-22,1490216824,PAGE,,,1,,GGOEGOFH020299,Galaxy Screen Cleaning Cloth,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:53
3.9404426675344435e+18,Referral,0,United States,Los Angeles,,,87,4,,2017-03-10,1489167581,PAGE,,,99,,GGOENEBB079299,Nest® Protect Smoke + CO Black Battery Alarm-USA,Home/Nest/Nest-USA/,(not set),USD,,,,,Nest-USA,,/google+redesign/,0,1,,1969-12-31 19:01:27
3.1501726111503917e+17,Direct,133061,United States,New York,,,133,6,,2016-08-30,1472588880,PAGE,,,79,,GGOEGBMC056599,Waterproof Gear Bag,Home/Office/,(not set),USD,,,,,Office,,/store.html,0,1,,1969-12-31 19:02:13
9.294754334136732e+18,Referral,46892,United States,Sunnyvale,,,124,6,,2017-05-29,1496117238,PAGE,,,1,,GGOEGFKA022299,Keyboard DOT Sticker,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:02:04
6.623087263467924e+18,Direct,42954,United States,Ann Arbor,,,116,3,,2017-06-08,1496951387,PAGE,,,12,,GGOEGACB023699,Yoga Block,Home/Accessories/,(not set),USD,,,,,Accessories | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:56
7.337979470692556e+18,Direct,0,Hong Kong,Hong Kong,,,,1,,2016-08-03,1470213646,PAGE,,,13,,GGOEGBCR024399,Google Lunch Bag,Home/Lifestyle/,(not set),USD,,,,,Lifestyle,,/google+redesign/,0,1,,
6.543293722764614e+18,Organic Search,0,India,Ahmedabad,,,29,2,,2017-01-14,1484466333,PAGE,,,15,,GGOEGBJL013999,Google Canvas Tote Natural/Navy,Home/Bags/,(not set),USD,,,,,Bags | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:29
8.896306165607382e+17,Direct,0,Ecuador,"",,,,1,,2017-01-05,1483635983,PAGE,,,10,,GGOEGEFR024199,Metal Earbuds with Small Zipper Case,Home/Electronics/Audio/,(not set),USD,,,,,Audio | Electronics | Google Merchandise Store,,/google+redesign/,0,1,,
7.904228919498972e+17,Organic Search,54930,Hong Kong,Hong Kong,,,63,3,,2017-01-02,1483362267,PAGE,,,19,,GGOEYOCR077399,YouTube RFID Journal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:03
3.0297220599620736e+17,Organic Search,33345,United Kingdom,London,,,89,5,1,2017-07-07,1499433683,PAGE,,,4,,GGOEGOAA017199,Rubber Grip Ballpoint Pen 4 Pack,Home/Office/,(not set),USD,,,,,Office | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:29
2.0294409789085814e+17,Organic Search,169500,India,Bengaluru,,,169,6,1,2017-07-14,1500019975,PAGE,,,12,,GGOEGDWR015799,Red Shine 15 oz Mug,Home/Drinkware/,(not set),USD,,,,,Drinkware | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:02:49
4.860223982036531e+18,Referral,24164,United States,New York,,,100,5,,2017-02-19,1487515113,PAGE,,,99,,GGOEGBRA037499,Waterproof Backpack,Home/Bags/Backpacks/,(not set),USD,,,,,Backpacks | Bags | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:40
1.89626992888511e+18,Organic Search,18365,United Kingdom,London,,,18,3,,2016-09-29,1475144916,PAGE,,,21,,GGOEGAAX0228,Insulated Bottle,Home/Drinkware/Water Bottles and Tumblers/,(not set),USD,,,,,Water Bottles and Tumblers,,/google+redesign/,0,1,,1969-12-31 19:00:18
5.888354745869407e+18,Paid Search,6453,United States,Houston,,,59,6,,2017-06-28,1498654497,PAGE,,,18,,GGOEGHPJ080110,Google 5-Panel Cap,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:59
8.782845601469397e+18,Organic Search,0,United States,San Bruno,,,,1,,2017-06-23,1498280948,PAGE,,,18,,GGOEGAAX0340,Google Men's Vintage Badge Tee Sage,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,
7.068000074126776e+18,Organic Search,0,United States,Houston,,,,1,,2017-02-05,1486340370,PAGE,,,16,,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,
5.538341787731003e+18,Referral,0,United States,San Francisco,,,60,2,,2017-01-03,1483463590,PAGE,,,199,,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Home/Nest/Nest-USA/,(not set),USD,,,,,Nest-USA,,/google+redesign/,0,1,,1969-12-31 19:01:00
8.803243118275408e+18,Direct,0,United States,San Jose,,,,1,,2017-05-01,1493685822,PAGE,,,29,,GGOEGAAX0353,Google Vintage Henley Grey/Black,Home/Apparel/Men's/,(not set),USD,,,,,Men's Apparel | Google Merchandise Store,,/google+redesign/,0,1,,
4.7638453047934157e+17,Direct,0,United States,Austin,,,,1,1,2017-07-07,1499437704,PAGE,,,2,,GGOEADHH055999,22 oz Android Bottle,Home/Drinkware/,(not set),USD,,,,,Drinkware | Google Merchandise Store,,/google+redesign/,0,1,,
3.59660124750302e+18,Referral,38068,United States,New York,,,61,3,,2017-03-03,1488563733,PAGE,,,0,,9182772,Google Women's Performance Full Zip Jacket Black,(not set),(not set),USD,,,,,The Google Merchandise Store/Red Shine 15 oz Mug,,/google+redesign/,0,1,,1969-12-31 19:01:01
2.758234821545435e+18,Organic Search,0,United Kingdom,"",,,583,2,1,2017-07-05,1499322153,PAGE,,,29,,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:09:43
2.084147914229099e+18,Direct,53740,United States,Mountain View,,,599,4,,2017-06-11,1497238991,PAGE,,,29,,GGOEGAAX0352,Android Men's Vintage Henley,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:09:59
1.589591573964205e+18,Direct,29852,United States,San Bruno,,,30,3,,2016-08-22,1471922746,PAGE,,,12,,GGOEADHB014799,Android Glass Water Bottle with Black Sleeve,Home/Drinkware/,(not set),USD,,,,,Drinkware,,/google+redesign/,0,1,,1969-12-31 19:00:30
9.750048359527707e+18,Referral,70026,United States,New York,,,70,6,,2016-09-07,1473284769,PAGE,,,109,,GGOEGAAX0568,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,,,,,Men's-Outerwear,,/google+redesign/,0,1,,1969-12-31 19:01:10
8.829185468666464e+18,Direct,0,United States,New York,,,231,5,,2017-03-03,1488550191,PAGE,,,16,,GGOEGAAX0317,YouTube Men's Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:03:51
6.993935476816495e+18,Organic Search,593786,Hong Kong,Hong Kong,,,594,3,,2017-05-18,1495090247,PAGE,,,16,,GGOEWCKQ085457,Waze Pack of 9 Decal Set,Home/Shop by Brand/,(not set),USD,,,,,Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:09:54
4.507337667848567e+17,Organic Search,93991,Japan,Minato,,,94,4,,2016-09-26,1474944537,PAGE,,,18,,GGOEGAAX0296,YouTube Women's Short Sleeve Tri-blend Badge Tee Grey,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube,,/google+redesign/,0,1,,1969-12-31 19:01:34
6.591607799200178e+18,Organic Search,91837,United States,New York,,,110,5,,2017-02-13,1487021365,PAGE,,,1,,GGOEGODR017799,Recycled Mouse Pad,Home/Office/Office Other/,(not set),USD,,,,,Other | Office | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:50
6.448117870344682e+18,Organic Search,1060063,Greece,Thessaloniki,,,2072,9,,2017-03-18,1489827862,PAGE,,,1,,GGOEGOAR021899,Retractable Ballpoint Pen Red,Home/Office/Writing Instruments/,(not set),USD,,,,,Writing Instruments | Office | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:34:32
2.69053520396968e+18,Organic Search,100319,Japan,Minato,,,100,2,,2016-08-08,1470721172,PAGE,,,6,,GGOEYOLR018699,YouTube Leatherette Notebook Combo,Home/Office/,(not set),USD,,,,,Office,,/google+redesign/,0,1,,1969-12-31 19:01:40
3.6084751933416796e+18,Paid Search,0,United States,"",,,,1,,2016-08-09,1470797082,PAGE,,,17,,GGOEGAAX0279,Google Women's Short Sleeve Hero Tee White,Home/Shop by Brand/Google/,(not set),USD,,,,,Google,,/google+redesign/,0,1,,
5.152127606344792e+18,Organic Search,24390,Japan,Nagoya,,,52,5,,2016-11-05,1478344875,PAGE,,,98,,GGOEGAAX0607,Google Women's Convertible Vest-Jacket Sea Foam Green,Home/Shop by Brand/Google/,(not set),USD,,,,,Google | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:52
4.103332787641917e+18,Direct,78904,United Kingdom,London,,,79,3,,2017-05-23,1495560168,PAGE,,,10,,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:19
6.879558784480425e+18,Direct,9874,United States,Mountain View,,,24,3,,2016-10-17,1476739632,PAGE,,,4,,GGOEGCBC074299,Google Device Stand,Home/Electronics/Electronics Accessories/,(not set),USD,,,,,Accessories | Electronics | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:24
8.106124102374634e+18,Organic Search,20119,United States,Cambridge,,,42,4,,2017-06-27,1498616380,PAGE,,,1,,GGOEGOFH020299,Galaxy Screen Cleaning Cloth,Home/Office/Office Other/,(not set),USD,,,,,Other | Office | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:42
7.5407827287586e+16,Organic Search,0,Brazil,Sao Paulo,,,,1,,2017-07-01,1498917089,PAGE,,,1,,GGOEYFKQ020699,YouTube Custom Decals,Home/Accessories/Stickers/,(not set),USD,,,,,Stickers | Accessories | Google Merchandise Store,,/google+redesign/,0,1,,
1.1241250069067128e+18,Direct,0,United States,San Francisco,,,7,3,,2016-08-23,1471994028,PAGE,,,9,,GGOEGDHC017999,24 oz USA Made Aluminum Bottle,Home/Drinkware/,(not set),USD,,,,,Drinkware,,/google+redesign/,0,1,,1969-12-31 19:00:07
6.981160576679783e+18,Organic Search,0,United States,Parsippany-Troy Hills,,,52,4,,2016-12-08,1481234125,PAGE,,,74,,GGOEGAAX0573,Google Men's Lightweight Microfleece Jacket Black,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,,,,,Men's Outerwear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:52
6.739272754455282e+17,Direct,0,India,Hyderabad,,,243,5,,2016-10-06,1475750892,PAGE,,,16,,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,,1969-12-31 19:04:03
3.2778432324095913e+18,Organic Search,24812,United States,Sunnyvale,,,116,7,,2017-06-20,1497991188,PAGE,,,22,,GGOEGHPB003410,Google Snapback Hat Black,Home/Apparel/Headgear/,(not set),USD,,,,,Headgear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:56
6.243280017775403e+18,Organic Search,10901,India,Bengaluru,,,11,2,,2017-03-13,1489424644,PAGE,,,9,,GGOEYOCR078099,YouTube Spiral Journal with Pen,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:11
7.273762395349967e+17,Affiliates,53830,India,Chennai,,,83,4,,2016-11-06,1478417393,PAGE,,,19,,GGOEGAAX0330,YouTube Men's Skater Tee Charcoal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:23
6.173227252941785e+18,Referral,0,United States,Austin,,,,1,,2017-02-04,1486232205,PAGE,,,99,,GGOENEBB079299,Nest® Protect Smoke + CO Black Battery Alarm-USA,Home/Nest/Nest-USA/,(not set),USD,,,,,Nest-USA,,/google+redesign/,0,1,,
4.67699759494984e+17,Direct,0,India,Pune,,,,1,,2016-10-07,1475833807,PAGE,,,89,,GGOEGAAX0574,Google Men's Performance Polo Grey/Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,,
5.081569679065305e+18,Display,0,United States,Portland,,,,1,,2016-11-16,1479340632,PAGE,,,98,,GGOEGAAX0607,Google Women's Convertible Vest-Jacket Sea Foam Green,Home/Shop by Brand/,(not set),USD,,,,,Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
3.1355136092182927e+18,Display,0,United States,New York,,,54,2,,2017-04-27,1493319954,PAGE,,,11,,GGOEGCNB021099,Seat Pack Organizer,Home/Accessories/,(not set),USD,,,,,Accessories | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:54
8.843575719071002e+17,Referral,5910,United States,New York,,,74,3,,2017-04-03,1491234085,PAGE,,,44,,GGOEGAAX0358,Google Men's  Zip Hoodie,Home/Apparel/Men's/,(not set),USD,,,,,Men's Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:14
1.0505619398566995e+18,Referral,89978,United States,Boston,,,90,4,,2017-01-03,1483499797,PAGE,,,99,,GGOEGBRB013899,Google Laptop Backpack,Home/Bags/Backpacks/,(not set),USD,,,,,Backpacks | Bags | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:30
8.800711536412818e+18,Direct,24980,United States,Sunnyvale,,,33,3,,2016-10-26,1477482050,EVENT,,,18,,GGOEADHH073999,Android 17oz Stainless Steel Sport Bottle,Home/Drinkware/Water Bottles and Tumblers/,(not set),,,,,,Water Bottles & Tumblers | Drinkware | Google Merchandise Store,,/google+redesign/,1,1,,1969-12-31 19:00:33
9.399955348693404e+18,Organic Search,79412,Hong Kong,Hong Kong,,,79,3,,2017-05-04,1493966821,PAGE,,,8,,GGOEYOBR078599,YouTube Luggage Tag,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:19
4.250836288043668e+18,Direct,228451,Canada,Burnaby,,,867,4,,2017-03-23,1490314681,PAGE,,,16,,GGOEGAAX0105,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:14:27
6.342491657336619e+18,Organic Search,87517,United States,Mountain View,,,88,4,,2017-06-29,1498759376,PAGE,,,149,,GGOENEBQ084699,Nest® Learning Thermostat 3rd Gen-USA - White,Home/Nest/Nest-USA/,(not set),USD,,,,,Nest-USA,,/google+redesign/,0,1,,1969-12-31 19:01:28
6.419379153032366e+18,Organic Search,12933,Philippines,Quezon City,,,124,5,,2016-09-24,1474755753,PAGE,,,21,,GGOEAHPJ074410,Android Twill Cap,Home/Apparel/,(not set),USD,,,,,Apparel,,/google+redesign/,0,1,,1969-12-31 19:02:04
7.695604763515151e+17,Organic Search,0,United States,Chicago,,,,1,,2016-08-07,1470621645,PAGE,,,18,,GGOEGAAX0296,YouTube Women's Short Sleeve Tri-blend Badge Tee Grey,Home/Brands/YouTube/,(not set),USD,,,,,YouTube,,/google+redesign/,0,1,,
